Data,Produto/Categoria,Registros do Dia,Média Esperada,Setor,Prioridade
27/03/2025,Total faturado (USD),15002,15000,Financeiro,NORMAL
27/03/2025,Suporte (Tickets),24,30,Atendimento,CRÍTICA
27/03/2025,Tempo de Entrega (Horas),20,24,Logística,ALERTA
27/03/2025,Novos Leads B2B,13,15,Marketing,ALERTA
27/03/2025,Disponibilidade Site (%),84,99,TI,URGENTE
28/03/2025,Eletrônicos (Laptops),97,80,Vendas,NORMAL
28/03/2025,Acessórios (Cabos/Baterias),222,250,Logística,CRÍTICA
28/03/2025,Linha Branca (Washing Machines),36,20,Vendas,NORMAL
28/03/2025,Total faturado (USD),15035,15000,Financeiro,NORMAL
28/03/2025,Suporte (Tickets),43,30,Atendimento,NORMAL
28/03/2025,Tempo de Entrega (Horas),24,24,Logística,URGENTE
28/03/2025,Novos Leads B2B,14,15,Marketing,URGENTE
28/03/2025,Disponibilidade Site (%),74,99,TI,URGENTE
29/03/2025,Eletrônicos (Laptops),71,80,Vendas,CRÍTICA
29/03/2025,Acessórios (Cabos/Baterias),181,250,Logística,ALERTA
29/03/2025,Linha Branca (Washing Machines),16,20,Vendas,URGENTE
29/03/2025,Total faturado (USD),15021,15000,Financeiro,NORMAL
29/03/2025,Suporte (Tickets),28,30,Atendimento,CRÍTICA
29/03/2025,Tempo de Entrega (Horas),20,24,Logística,URGENTE
29/03/2025,Novos Leads B2B,14,15,Marketing,CRÍTICA
29/03/2025,Disponibilidade Site (%),106,99,TI,NORMAL
30/03/2025,Eletrônicos (Laptops),58,80,Vendas,ALERTA
30/03/2025,Acessórios (Cabos/Baterias),204,250,Logística,ALERTA
30/03/2025,Linha Branca (Washing Machines),20,20,Vendas,URGENTE
30/03/2025,Total faturado (USD),15042,15000,Financeiro,NORMAL
30/03/2025,Suporte (Tickets),21,30,Atendimento,ALERTA
30/03/2025,Tempo de Entrega (Horas),63,24,Logística,NORMAL
30/03/2025,Novos Leads B2B,11,15,Marketing,ALERTA
30/03/2025,Disponibilidade Site (%),147,99,TI,NORMAL
31/03/2025,Eletrônicos (Laptops),66,80,Vendas,URGENTE
31/03/2025,Acessórios (Cabos/Baterias),221,250,Logística,URGENTE
31/03/2025,Linha Branca (Washing Machines),18,20,Vendas,ALERTA
31/03/2025,Total faturado (USD),13963,15000,Financeiro,ALERTA
31/03/2025,Suporte (Tickets),46,30,Atendimento,NORMAL
31/03/2025,Tempo de Entrega (Horas),17,24,Logística,URGENTE
31/03/2025,Novos Leads B2B,53,15,Marketing,NORMAL
31/03/2025,Disponibilidade Site (%),85,99,TI,URGENTE
01/04/2025,Eletrônicos (Laptops),66,80,Vendas,ALERTA
01/04/2025,Acessórios (Cabos/Baterias),286,250,Logística,NORMAL
01/04/2025,Linha Branca (Washing Machines),48,20,Vendas,NORMAL
01/04/2025,Total faturado (USD),11514,15000,Financeiro,CRÍTICA
01/04/2025,Suporte (Tickets),68,30,Atendimento,NORMAL
01/04/2025,Tempo de Entrega (Horas),22,24,Logística,ALERTA
01/04/2025,Novos Leads B2B,13,15,Marketing,URGENTE
01/04/2025,Disponibilidade Site (%),76,99,TI,URGENTE
02/04/2025,Eletrônicos (Laptops),58,80,Vendas,CRÍTICA
02/04/2025,Acessórios (Cabos/Baterias),216,250,Logística,URGENTE
02/04/2025,Linha Branca (Washing Machines),45,20,Vendas,NORMAL
02/04/2025,Total faturado (USD),14889,15000,Financeiro,CRÍTICA
02/04/2025,Suporte (Tickets),64,30,Atendimento,NORMAL
02/04/2025,Tempo de Entrega (Horas),20,24,Logística,URGENTE
02/04/2025,Novos Leads B2B,14,15,Marketing,URGENTE
02/04/2025,Disponibilidade Site (%),77,99,TI,URGENTE
03/04/2025,Eletrônicos (Laptops),73,80,Vendas,URGENTE
03/04/2025,Acessórios (Cabos/Baterias),243,250,Logística,CRÍTICA
03/04/2025,Linha Branca (Washing Machines),19,20,Vendas,URGENTE
03/04/2025,Total faturado (USD),11887,15000,Financeiro,CRÍTICA
03/04/2025,Suporte (Tickets),28,30,Atendimento,URGENTE
03/04/2025,Tempo de Entrega (Horas),22,24,Logística,ALERTA
03/04/2025,Novos Leads B2B,15,15,Marketing,URGENTE
03/04/2025,Disponibilidade Site (%),90,99,TI,URGENTE
04/04/2025,Eletrônicos (Laptops),76,80,Vendas,URGENTE
04/04/2025,Acessórios (Cabos/Baterias),229,250,Logística,CRÍTICA
04/04/2025,Linha Branca (Washing Machines),20,20,Vendas,URGENTE
04/04/2025,Total faturado (USD),11031,15000,Financeiro,URGENTE
04/04/2025,Suporte (Tickets),75,30,Atendimento,NORMAL
04/04/2025,Tempo de Entrega (Horas),20,24,Logística,ALERTA
04/04/2025,Novos Leads B2B,15,15,Marketing,URGENTE
04/04/2025,Disponibilidade Site (%),96,99,TI,URGENTE
05/04/2025,Eletrônicos (Laptops),101,80,Vendas,NORMAL
05/04/2025,Acessórios (Cabos/Baterias),238,250,Logística,ALERTA
05/04/2025,Linha Branca (Washing Machines),35,20,Vendas,NORMAL
05/04/2025,Total faturado (USD),12129,15000,Financeiro,ALERTA
05/04/2025,Suporte (Tickets),24,30,Atendimento,URGENTE
05/04/2025,Tempo de Entrega (Horas),20,24,Logística,URGENTE
05/04/2025,Novos Leads B2B,12,15,Marketing,URGENTE
05/04/2025,Disponibilidade Site (%),116,99,TI,NORMAL
06/04/2025,Eletrônicos (Laptops),127,80,Vendas,NORMAL
06/04/2025,Acessórios (Cabos/Baterias),215,250,Logística,URGENTE
06/04/2025,Linha Branca (Washing Machines),18,20,Vendas,CRÍTICA
06/04/2025,Total faturado (USD),14677,15000,Financeiro,CRÍTICA
06/04/2025,Suporte (Tickets),65,30,Atendimento,NORMAL
06/04/2025,Tempo de Entrega (Horas),24,24,Logística,ALERTA
06/04/2025,Novos Leads B2B,33,15,Marketing,NORMAL
06/04/2025,Disponibilidade Site (%),74,99,TI,CRÍTICA
07/04/2025,Eletrônicos (Laptops),114,80,Vendas,NORMAL
07/04/2025,Acessórios (Cabos/Baterias),229,250,Logística,CRÍTICA
07/04/2025,Linha Branca (Washing Machines),19,20,Vendas,CRÍTICA
07/04/2025,Total faturado (USD),15045,15000,Financeiro,NORMAL
07/04/2025,Suporte (Tickets),27,30,Atendimento,CRÍTICA
07/04/2025,Tempo de Entrega (Horas),20,24,Logística,URGENTE
07/04/2025,Novos Leads B2B,14,15,Marketing,URGENTE
07/04/2025,Disponibilidade Site (%),113,99,TI,NORMAL
08/04/2025,Eletrônicos (Laptops),74,80,Vendas,CRÍTICA
08/04/2025,Acessórios (Cabos/Baterias),300,250,Logística,NORMAL
08/04/2025,Linha Branca (Washing Machines),16,20,Vendas,CRÍTICA
08/04/2025,Total faturado (USD),13622,15000,Financeiro,ALERTA
08/04/2025,Suporte (Tickets),60,30,Atendimento,NORMAL
08/04/2025,Tempo de Entrega (Horas),70,24,Logística,NORMAL
08/04/2025,Novos Leads B2B,12,15,Marketing,ALERTA
08/04/2025,Disponibilidade Site (%),103,99,TI,NORMAL
09/04/2025,Eletrônicos (Laptops),78,80,Vendas,URGENTE
09/04/2025,Acessórios (Cabos/Baterias),253,250,Logística,NORMAL
09/04/2025,Linha Branca (Washing Machines),18,20,Vendas,URGENTE
09/04/2025,Total faturado (USD),14722,15000,Financeiro,URGENTE
09/04/2025,Suporte (Tickets),80,30,Atendimento,NORMAL
09/04/2025,Tempo de Entrega (Horas),17,24,Logística,ALERTA
09/04/2025,Novos Leads B2B,46,15,Marketing,NORMAL
09/04/2025,Disponibilidade Site (%),84,99,TI,CRÍTICA
10/04/2025,Eletrônicos (Laptops),96,80,Vendas,NORMAL
10/04/2025,Acessórios (Cabos/Baterias),237,250,Logística,URGENTE
10/04/2025,Linha Branca (Washing Machines),14,20,Vendas,URGENTE
10/04/2025,Total faturado (USD),10720,15000,Financeiro,URGENTE
10/04/2025,Suporte (Tickets),28,30,Atendimento,ALERTA
10/04/2025,Tempo de Entrega (Horas),45,24,Logística,NORMAL
10/04/2025,Novos Leads B2B,15,15,Marketing,CRÍTICA
10/04/2025,Disponibilidade Site (%),71,99,TI,URGENTE
11/04/2025,Eletrônicos (Laptops),85,80,Vendas,NORMAL
11/04/2025,Acessórios (Cabos/Baterias),289,250,Logística,NORMAL
11/04/2025,Linha Branca (Washing Machines),61,20,Vendas,NORMAL
11/04/2025,Total faturado (USD),12547,15000,Financeiro,CRÍTICA
11/04/2025,Suporte (Tickets),21,30,Atendimento,URGENTE
11/04/2025,Tempo de Entrega (Horas),43,24,Logística,NORMAL
11/04/2025,Novos Leads B2B,29,15,Marketing,NORMAL
11/04/2025,Disponibilidade Site (%),122,99,TI,NORMAL
12/04/2025,Eletrônicos (Laptops),68,80,Vendas,CRÍTICA
12/04/2025,Acessórios (Cabos/Baterias),215,250,Logística,URGENTE
12/04/2025,Linha Branca (Washing Machines),14,20,Vendas,CRÍTICA
12/04/2025,Total faturado (USD),14522,15000,Financeiro,CRÍTICA
12/04/2025,Suporte (Tickets),38,30,Atendimento,NORMAL
12/04/2025,Tempo de Entrega (Horas),24,24,Logística,URGENTE
12/04/2025,Novos Leads B2B,11,15,Marketing,ALERTA
12/04/2025,Disponibilidade Site (%),106,99,TI,NORMAL
13/04/2025,Eletrônicos (Laptops),126,80,Vendas,NORMAL
13/04/2025,Acessórios (Cabos/Baterias),191,250,Logística,URGENTE
13/04/2025,Linha Branca (Washing Machines),15,20,Vendas,URGENTE
13/04/2025,Total faturado (USD),12934,15000,Financeiro,URGENTE
13/04/2025,Suporte (Tickets),22,30,Atendimento,CRÍTICA
13/04/2025,Tempo de Entrega (Horas),24,24,Logística,URGENTE
13/04/2025,Novos Leads B2B,13,15,Marketing,URGENTE
13/04/2025,Disponibilidade Site (%),88,99,TI,URGENTE
14/04/2025,Eletrônicos (Laptops),68,80,Vendas,ALERTA
14/04/2025,Acessórios (Cabos/Baterias),238,250,Logística,URGENTE
14/04/2025,Linha Branca (Washing Machines),70,20,Vendas,NORMAL
14/04/2025,Total faturado (USD),14801,15000,Financeiro,URGENTE
14/04/2025,Suporte (Tickets),27,30,Atendimento,ALERTA
14/04/2025,Tempo de Entrega (Horas),46,24,Logística,NORMAL
14/04/2025,Novos Leads B2B,29,15,Marketing,NORMAL
14/04/2025,Disponibilidade Site (%),92,99,TI,URGENTE
15/04/2025,Eletrônicos (Laptops),67,80,Vendas,CRÍTICA
15/04/2025,Acessórios (Cabos/Baterias),191,250,Logística,URGENTE
15/04/2025,Linha Branca (Washing Machines),17,20,Vendas,URGENTE
15/04/2025,Total faturado (USD),14430,15000,Financeiro,URGENTE
15/04/2025,Suporte (Tickets),23,30,Atendimento,URGENTE
15/04/2025,Tempo de Entrega (Horas),22,24,Logística,URGENTE
15/04/2025,Novos Leads B2B,15,15,Marketing,CRÍTICA
15/04/2025,Disponibilidade Site (%),84,99,TI,URGENTE
16/04/2025,Eletrônicos (Laptops),66,80,Vendas,URGENTE
16/04/2025,Acessórios (Cabos/Baterias),201,250,Logística,URGENTE
16/04/2025,Linha Branca (Washing Machines),14,20,Vendas,CRÍTICA
16/04/2025,Total faturado (USD),15004,15000,Financeiro,NORMAL
16/04/2025,Suporte (Tickets),26,30,Atendimento,CRÍTICA
16/04/2025,Tempo de Entrega (Horas),21,24,Logística,URGENTE
16/04/2025,Novos Leads B2B,11,15,Marketing,ALERTA
16/04/2025,Disponibilidade Site (%),138,99,TI,NORMAL
17/04/2025,Eletrônicos (Laptops),88,80,Vendas,NORMAL
17/04/2025,Acessórios (Cabos/Baterias),239,250,Logística,ALERTA
17/04/2025,Linha Branca (Washing Machines),18,20,Vendas,URGENTE
17/04/2025,Total faturado (USD),14019,15000,Financeiro,URGENTE
17/04/2025,Suporte (Tickets),30,30,Atendimento,CRÍTICA
17/04/2025,Tempo de Entrega (Horas),31,24,Logística,NORMAL
17/04/2025,Novos Leads B2B,14,15,Marketing,URGENTE
17/04/2025,Disponibilidade Site (%),70,99,TI,URGENTE
18/04/2025,Eletrônicos (Laptops),75,80,Vendas,CRÍTICA
18/04/2025,Acessórios (Cabos/Baterias),242,250,Logística,ALERTA
18/04/2025,Linha Branca (Washing Machines),28,20,Vendas,NORMAL
18/04/2025,Total faturado (USD),15042,15000,Financeiro,NORMAL
18/04/2025,Suporte (Tickets),56,30,Atendimento,NORMAL
18/04/2025,Tempo de Entrega (Horas),21,24,Logística,CRÍTICA
18/04/2025,Novos Leads B2B,11,15,Marketing,URGENTE
18/04/2025,Disponibilidade Site (%),83,99,TI,URGENTE
19/04/2025,Eletrônicos (Laptops),73,80,Vendas,CRÍTICA
19/04/2025,Acessórios (Cabos/Baterias),187,250,Logística,CRÍTICA
19/04/2025,Linha Branca (Washing Machines),47,20,Vendas,NORMAL
19/04/2025,Total faturado (USD),12786,15000,Financeiro,URGENTE
19/04/2025,Suporte (Tickets),70,30,Atendimento,NORMAL
19/04/2025,Tempo de Entrega (Horas),21,24,Logística,URGENTE
19/04/2025,Novos Leads B2B,14,15,Marketing,ALERTA
19/04/2025,Disponibilidade Site (%),137,99,TI,NORMAL
20/04/2025,Eletrônicos (Laptops),116,80,Vendas,NORMAL
20/04/2025,Acessórios (Cabos/Baterias),261,250,Logística,NORMAL
20/04/2025,Linha Branca (Washing Machines),26,20,Vendas,NORMAL
20/04/2025,Total faturado (USD),13120,15000,Financeiro,CRÍTICA
20/04/2025,Suporte (Tickets),36,30,Atendimento,NORMAL
20/04/2025,Tempo de Entrega (Horas),70,24,Logística,NORMAL
20/04/2025,Novos Leads B2B,13,15,Marketing,URGENTE
20/04/2025,Disponibilidade Site (%),93,99,TI,URGENTE
21/04/2025,Eletrônicos (Laptops),75,80,Vendas,ALERTA
21/04/2025,Acessórios (Cabos/Baterias),183,250,Logística,CRÍTICA
21/04/2025,Linha Branca (Washing Machines),16,20,Vendas,CRÍTICA
21/04/2025,Total faturado (USD),11065,15000,Financeiro,URGENTE
21/04/2025,Suporte (Tickets),49,30,Atendimento,NORMAL
21/04/2025,Tempo de Entrega (Horas),65,24,Logística,NORMAL
21/04/2025,Novos Leads B2B,14,15,Marketing,URGENTE
21/04/2025,Disponibilidade Site (%),93,99,TI,URGENTE
22/04/2025,Eletrônicos (Laptops),67,80,Vendas,URGENTE
22/04/2025,Acessórios (Cabos/Baterias),270,250,Logística,NORMAL
22/04/2025,Linha Branca (Washing Machines),20,20,Vendas,URGENTE
22/04/2025,Total faturado (USD),12910,15000,Financeiro,ALERTA
22/04/2025,Suporte (Tickets),23,30,Atendimento,URGENTE
22/04/2025,Tempo de Entrega (Horas),21,24,Logística,CRÍTICA
22/04/2025,Novos Leads B2B,63,15,Marketing,NORMAL
22/04/2025,Disponibilidade Site (%),78,99,TI,URGENTE
23/04/2025,Eletrônicos (Laptops),56,80,Vendas,ALERTA
23/04/2025,Acessórios (Cabos/Baterias),202,250,Logística,ALERTA
23/04/2025,Linha Branca (Washing Machines),42,20,Vendas,NORMAL
23/04/2025,Total faturado (USD),14048,15000,Financeiro,URGENTE
23/04/2025,Suporte (Tickets),76,30,Atendimento,NORMAL
23/04/2025,Tempo de Entrega (Horas),17,24,Logística,URGENTE
23/04/2025,Novos Leads B2B,15,15,Marketing,URGENTE
23/04/2025,Disponibilidade Site (%),97,99,TI,ALERTA
24/04/2025,Eletrônicos (Laptops),123,80,Vendas,NORMAL
24/04/2025,Acessórios (Cabos/Baterias),207,250,Logística,ALERTA
24/04/2025,Linha Branca (Washing Machines),15,20,Vendas,URGENTE
24/04/2025,Total faturado (USD),14514,15000,Financeiro,URGENTE
24/04/2025,Suporte (Tickets),80,30,Atendimento,NORMAL
24/04/2025,Tempo de Entrega (Horas),27,24,Logística,NORMAL
24/04/2025,Novos Leads B2B,18,15,Marketing,NORMAL
24/04/2025,Disponibilidade Site (%),103,99,TI,NORMAL
25/04/2025,Eletrônicos (Laptops),95,80,Vendas,NORMAL
25/04/2025,Acessórios (Cabos/Baterias),249,250,Logística,CRÍTICA
25/04/2025,Linha Branca (Washing Machines),15,20,Vendas,URGENTE
25/04/2025,Total faturado (USD),12802,15000,Financeiro,ALERTA
25/04/2025,Suporte (Tickets),23,30,Atendimento,URGENTE
25/04/2025,Tempo de Entrega (Horas),18,24,Logística,CRÍTICA
25/04/2025,Novos Leads B2B,11,15,Marketing,CRÍTICA
25/04/2025,Disponibilidade Site (%),149,99,TI,NORMAL
26/04/2025,Eletrônicos (Laptops),63,80,Vendas,URGENTE
26/04/2025,Acessórios (Cabos/Baterias),254,250,Logística,NORMAL
26/04/2025,Linha Branca (Washing Machines),17,20,Vendas,ALERTA
26/04/2025,Total faturado (USD),11534,15000,Financeiro,URGENTE
26/04/2025,Suporte (Tickets),33,30,Atendimento,NORMAL
26/04/2025,Tempo de Entrega (Horas),20,24,Logística,ALERTA
26/04/2025,Novos Leads B2B,12,15,Marketing,CRÍTICA
26/04/2025,Disponibilidade Site (%),75,99,TI,URGENTE
27/04/2025,Eletrônicos (Laptops),107,80,Vendas,NORMAL
27/04/2025,Acessórios (Cabos/Baterias),243,250,Logística,ALERTA
27/04/2025,Linha Branca (Washing Machines),37,20,Vendas,NORMAL
27/04/2025,Total faturado (USD),14137,15000,Financeiro,ALERTA
27/04/2025,Suporte (Tickets),22,30,Atendimento,URGENTE
27/04/2025,Tempo de Entrega (Horas),67,24,Logística,NORMAL
27/04/2025,Novos Leads B2B,54,15,Marketing,NORMAL
27/04/2025,Disponibilidade Site (%),94,99,TI,URGENTE
28/04/2025,Eletrônicos (Laptops),103,80,Vendas,NORMAL
28/04/2025,Acessórios (Cabos/Baterias),202,250,Logística,ALERTA
28/04/2025,Linha Branca (Washing Machines),68,20,Vendas,NORMAL
28/04/2025,Total faturado (USD),15001,15000,Financeiro,NORMAL
28/04/2025,Suporte (Tickets),24,30,Atendimento,CRÍTICA
28/04/2025,Tempo de Entrega (Horas),23,24,Logística,URGENTE
28/04/2025,Novos Leads B2B,12,15,Marketing,ALERTA
28/04/2025,Disponibilidade Site (%),87,99,TI,URGENTE
29/04/2025,Eletrônicos (Laptops),60,80,Vendas,URGENTE
29/04/2025,Acessórios (Cabos/Baterias),180,250,Logística,URGENTE
29/04/2025,Linha Branca (Washing Machines),17,20,Vendas,ALERTA
29/04/2025,Total faturado (USD),13780,15000,Financeiro,ALERTA
29/04/2025,Suporte (Tickets),73,30,Atendimento,NORMAL
29/04/2025,Tempo de Entrega (Horas),19,24,Logística,URGENTE
29/04/2025,Novos Leads B2B,52,15,Marketing,NORMAL
29/04/2025,Disponibilidade Site (%),97,99,TI,CRÍTICA
30/04/2025,Eletrônicos (Laptops),62,80,Vendas,ALERTA
30/04/2025,Acessórios (Cabos/Baterias),258,250,Logística,NORMAL
30/04/2025,Linha Branca (Washing Machines),17,20,Vendas,URGENTE
30/04/2025,Total faturado (USD),13588,15000,Financeiro,CRÍTICA
30/04/2025,Suporte (Tickets),29,30,Atendimento,ALERTA
30/04/2025,Tempo de Entrega (Horas),19,24,Logística,ALERTA
30/04/2025,Novos Leads B2B,11,15,Marketing,CRÍTICA
30/04/2025,Disponibilidade Site (%),134,99,TI,NORMAL
01/05/2025,Eletrônicos (Laptops),60,80,Vendas,URGENTE
01/05/2025,Acessórios (Cabos/Baterias),251,250,Logística,NORMAL
01/05/2025,Linha Branca (Washing Machines),19,20,Vendas,ALERTA
01/05/2025,Total faturado (USD),15010,15000,Financeiro,NORMAL
01/05/2025,Suporte (Tickets),50,30,Atendimento,NORMAL
01/05/2025,Tempo de Entrega (Horas),17,24,Logística,URGENTE
01/05/2025,Novos Leads B2B,12,15,Marketing,CRÍTICA
01/05/2025,Disponibilidade Site (%),79,99,TI,CRÍTICA
02/05/2025,Eletrônicos (Laptops),83,80,Vendas,NORMAL
02/05/2025,Acessórios (Cabos/Baterias),280,250,Logística,NORMAL
02/05/2025,Linha Branca (Washing Machines),22,20,Vendas,NORMAL
02/05/2025,Total faturado (USD),13322,15000,Financeiro,CRÍTICA
02/05/2025,Suporte (Tickets),29,30,Atendimento,CRÍTICA
02/05/2025,Tempo de Entrega (Horas),17,24,Logística,CRÍTICA
02/05/2025,Novos Leads B2B,60,15,Marketing,NORMAL
02/05/2025,Disponibilidade Site (%),78,99,TI,URGENTE
03/05/2025,Eletrônicos (Laptops),62,80,Vendas,URGENTE
03/05/2025,Acessórios (Cabos/Baterias),267,250,Logística,NORMAL
03/05/2025,Linha Branca (Washing Machines),15,20,Vendas,ALERTA
03/05/2025,Total faturado (USD),13352,15000,Financeiro,CRÍTICA
03/05/2025,Suporte (Tickets),29,30,Atendimento,ALERTA
03/05/2025,Tempo de Entrega (Horas),24,24,Logística,ALERTA
03/05/2025,Novos Leads B2B,12,15,Marketing,CRÍTICA
03/05/2025,Disponibilidade Site (%),123,99,TI,NORMAL
04/05/2025,Eletrônicos (Laptops),68,80,Vendas,CRÍTICA
04/05/2025,Acessórios (Cabos/Baterias),209,250,Logística,CRÍTICA
04/05/2025,Linha Branca (Washing Machines),17,20,Vendas,URGENTE
04/05/2025,Total faturado (USD),15029,15000,Financeiro,NORMAL
04/05/2025,Suporte (Tickets),34,30,Atendimento,NORMAL
04/05/2025,Tempo de Entrega (Horas),17,24,Logística,URGENTE
04/05/2025,Novos Leads B2B,14,15,Marketing,URGENTE
04/05/2025,Disponibilidade Site (%),86,99,TI,URGENTE
05/05/2025,Eletrônicos (Laptops),109,80,Vendas,NORMAL
05/05/2025,Acessórios (Cabos/Baterias),201,250,Logística,ALERTA
05/05/2025,Linha Branca (Washing Machines),15,20,Vendas,CRÍTICA
05/05/2025,Total faturado (USD),11474,15000,Financeiro,URGENTE
05/05/2025,Suporte (Tickets),26,30,Atendimento,URGENTE
05/05/2025,Tempo de Entrega (Horas),24,24,Logística,CRÍTICA
05/05/2025,Novos Leads B2B,40,15,Marketing,NORMAL
05/05/2025,Disponibilidade Site (%),91,99,TI,ALERTA
06/05/2025,Eletrônicos (Laptops),103,80,Vendas,NORMAL
06/05/2025,Acessórios (Cabos/Baterias),192,250,Logística,ALERTA
06/05/2025,Linha Branca (Washing Machines),14,20,Vendas,URGENTE
06/05/2025,Total faturado (USD),14257,15000,Financeiro,CRÍTICA
06/05/2025,Suporte (Tickets),27,30,Atendimento,URGENTE
06/05/2025,Tempo de Entrega (Horas),24,24,Logística,URGENTE
06/05/2025,Novos Leads B2B,31,15,Marketing,NORMAL
06/05/2025,Disponibilidade Site (%),120,99,TI,NORMAL
07/05/2025,Eletrônicos (Laptops),127,80,Vendas,NORMAL
07/05/2025,Acessórios (Cabos/Baterias),294,250,Logística,NORMAL
07/05/2025,Linha Branca (Washing Machines),16,20,Vendas,URGENTE
07/05/2025,Total faturado (USD),15048,15000,Financeiro,NORMAL
07/05/2025,Suporte (Tickets),22,30,Atendimento,URGENTE
07/05/2025,Tempo de Entrega (Horas),49,24,Logística,NORMAL
07/05/2025,Novos Leads B2B,57,15,Marketing,NORMAL
07/05/2025,Disponibilidade Site (%),79,99,TI,ALERTA
08/05/2025,Eletrônicos (Laptops),122,80,Vendas,NORMAL
08/05/2025,Acessórios (Cabos/Baterias),246,250,Logística,ALERTA
08/05/2025,Linha Branca (Washing Machines),15,20,Vendas,URGENTE
08/05/2025,Total faturado (USD),14453,15000,Financeiro,URGENTE
08/05/2025,Suporte (Tickets),27,30,Atendimento,ALERTA
08/05/2025,Tempo de Entrega (Horas),23,24,Logística,ALERTA
08/05/2025,Novos Leads B2B,12,15,Marketing,URGENTE
08/05/2025,Disponibilidade Site (%),137,99,TI,NORMAL
09/05/2025,Eletrônicos (Laptops),88,80,Vendas,NORMAL
09/05/2025,Acessórios (Cabos/Baterias),272,250,Logística,NORMAL
09/05/2025,Linha Branca (Washing Machines),20,20,Vendas,URGENTE
09/05/2025,Total faturado (USD),14419,15000,Financeiro,URGENTE
09/05/2025,Suporte (Tickets),30,30,Atendimento,ALERTA
09/05/2025,Tempo de Entrega (Horas),22,24,Logística,URGENTE
09/05/2025,Novos Leads B2B,13,15,Marketing,ALERTA
09/05/2025,Disponibilidade Site (%),97,99,TI,URGENTE
10/05/2025,Eletrônicos (Laptops),66,80,Vendas,URGENTE
10/05/2025,Acessórios (Cabos/Baterias),262,250,Logística,NORMAL
10/05/2025,Linha Branca (Washing Machines),25,20,Vendas,NORMAL
10/05/2025,Total faturado (USD),14766,15000,Financeiro,URGENTE
10/05/2025,Suporte (Tickets),45,30,Atendimento,NORMAL
10/05/2025,Tempo de Entrega (Horas),20,24,Logística,CRÍTICA
10/05/2025,Novos Leads B2B,14,15,Marketing,URGENTE
10/05/2025,Disponibilidade Site (%),125,99,TI,NORMAL
11/05/2025,Eletrônicos (Laptops),91,80,Vendas,NORMAL
11/05/2025,Acessórios (Cabos/Baterias),279,250,Logística,NORMAL
11/05/2025,Linha Branca (Washing Machines),50,20,Vendas,NORMAL
11/05/2025,Total faturado (USD),14499,15000,Financeiro,ALERTA
11/05/2025,Suporte (Tickets),22,30,Atendimento,URGENTE
11/05/2025,Tempo de Entrega (Horas),24,24,Logística,CRÍTICA
11/05/2025,Novos Leads B2B,13,15,Marketing,ALERTA
11/05/2025,Disponibilidade Site (%),92,99,TI,URGENTE
12/05/2025,Eletrônicos (Laptops),126,80,Vendas,NORMAL
12/05/2025,Acessórios (Cabos/Baterias),226,250,Logística,URGENTE
12/05/2025,Linha Branca (Washing Machines),16,20,Vendas,URGENTE
12/05/2025,Total faturado (USD),12689,15000,Financeiro,ALERTA
12/05/2025,Suporte (Tickets),26,30,Atendimento,CRÍTICA
12/05/2025,Tempo de Entrega (Horas),51,24,Logística,NORMAL
12/05/2025,Novos Leads B2B,26,15,Marketing,NORMAL
12/05/2025,Disponibilidade Site (%),118,99,TI,NORMAL
13/05/2025,Eletrônicos (Laptops),59,80,Vendas,ALERTA
13/05/2025,Acessórios (Cabos/Baterias),258,250,Logística,NORMAL
13/05/2025,Linha Branca (Washing Machines),70,20,Vendas,NORMAL
13/05/2025,Total faturado (USD),10654,15000,Financeiro,CRÍTICA
13/05/2025,Suporte (Tickets),26,30,Atendimento,URGENTE
13/05/2025,Tempo de Entrega (Horas),23,24,Logística,ALERTA
13/05/2025,Novos Leads B2B,12,15,Marketing,URGENTE
13/05/2025,Disponibilidade Site (%),82,99,TI,URGENTE
14/05/2025,Eletrônicos (Laptops),116,80,Vendas,NORMAL
14/05/2025,Acessórios (Cabos/Baterias),247,250,Logística,ALERTA
14/05/2025,Linha Branca (Washing Machines),15,20,Vendas,ALERTA
14/05/2025,Total faturado (USD),15050,15000,Financeiro,NORMAL
14/05/2025,Suporte (Tickets),46,30,Atendimento,NORMAL
14/05/2025,Tempo de Entrega (Horas),19,24,Logística,URGENTE
14/05/2025,Novos Leads B2B,13,15,Marketing,URGENTE
14/05/2025,Disponibilidade Site (%),71,99,TI,URGENTE
15/05/2025,Eletrônicos (Laptops),69,80,Vendas,ALERTA
15/05/2025,Acessórios (Cabos/Baterias),228,250,Logística,ALERTA
15/05/2025,Linha Branca (Washing Machines),20,20,Vendas,ALERTA
15/05/2025,Total faturado (USD),15047,15000,Financeiro,NORMAL
15/05/2025,Suporte (Tickets),26,30,Atendimento,ALERTA
15/05/2025,Tempo de Entrega (Horas),22,24,Logística,ALERTA
15/05/2025,Novos Leads B2B,12,15,Marketing,URGENTE
15/05/2025,Disponibilidade Site (%),117,99,TI,NORMAL
16/05/2025,Eletrônicos (Laptops),119,80,Vendas,NORMAL
16/05/2025,Acessórios (Cabos/Baterias),212,250,Logística,ALERTA
16/05/2025,Linha Branca (Washing Machines),53,20,Vendas,NORMAL
16/05/2025,Total faturado (USD),10736,15000,Financeiro,URGENTE
16/05/2025,Suporte (Tickets),30,30,Atendimento,URGENTE
16/05/2025,Tempo de Entrega (Horas),17,24,Logística,URGENTE
16/05/2025,Novos Leads B2B,41,15,Marketing,NORMAL
